,ID,Suc_flag,ARPU,PromCnt12,PromCnt36,PromCntMsg12,PromCntMsg36,Class,Age,Gender,HomeOwner,AvgARPU,AvgHomeValue,AvgIncome,Age_empflag,AvgHomeValue_empflag,AvgIncome_empflag,Age_group1,Age_group2
4461,90816,1,100.0,3.9,8.75,1.4,3.4,2,44.0,F,U,56.74088988,77700.0,53513.4573612,False,False,True,"[21, 51]","(37.25, 53.5]"
4462,90842,0,,3.25,7.0,1.2,1.2,3,73.0,M,H,52.8626298,58700.0,46071.0,False,False,False,"(69, 86]","(69.75, 86]"
4463,90849,0,,2.75,6.0,1.0,2.2,3,22.0,F,H,50.07038361,57500.0,46071.0,False,False,False,"[21, 51]","(20.935, 37.25]"
4464,90857,0,,3.5,9.0,1.2,3.4,2,79.0,F,H,49.77295939,45700.0,46071.0,False,False,False,"(69, 86]","(69.75, 86]"
4465,90894,1,20.0,3.65,8.0,1.4,3.4,1,59.1589722451,U,U,48.23842992,82700.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
4466,90899,1,85.0,2.9,6.0,1.0,1.8,3,58.0,F,H,50.76388691,41900.0,46250.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
4467,90909,0,,2.75,4.75,1.0,1.8,1,63.0,F,H,48.95280449,88100.0,56172.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
4468,90938,1,50.0,3.15,7.0,1.4,2.8,4,68.0,M,U,50.34542443,78500.0,53513.4573612,False,False,True,"(59.159, 69]","(53.5, 69.75]"
4469,90947,1,125.0,2.9,3.75,1.0,1.2,4,47.0,F,H,50.12206245,56000.0,52613.0,False,False,False,"[21, 51]","(37.25, 53.5]"
4470,90970,0,,2.75,5.0,1.0,1.8,2,80.0,F,U,49.96000664,99200.0,65726.0,False,False,False,"(69, 86]","(69.75, 86]"
4471,90974,0,,2.25,5.75,0.8,0.8,4,69.0,M,U,54.15333639,99200.0,65726.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
4472,91001,0,,3.0,7.5,1.2,3.0,1,45.0,M,H,58.30945407,159500.0,78804.0,False,False,False,"[21, 51]","(37.25, 53.5]"
4473,91018,0,,3.25,8.75,1.2,3.4,2,71.0,M,U,50.02097202,57700.0,52266.0,False,False,False,"(69, 86]","(69.75, 86]"
4474,91022,0,,2.25,5.0,0.6,1.6,3,59.0,F,H,51.02767037,106900.0,66631.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
4475,91031,0,,3.25,5.0,1.2,1.2,2,72.0,F,U,58.48820569,48800.0,37529.0,False,False,False,"(69, 86]","(69.75, 86]"
4476,91101,1,125.0,2.9,6.0,1.0,2.0,1,52.0,M,H,57.63484293,88900.0,74592.0,False,False,False,"(51, 59.159]","(37.25, 53.5]"
4477,91134,0,,2.5,3.5,0.8,1.2,4,59.1589722451,F,U,49.2403267,67400.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
4478,91156,0,,3.0,8.0,1.0,2.8,2,74.0,M,H,50.5457238,65900.0,55028.0,False,False,False,"(69, 86]","(69.75, 86]"
4479,91194,1,35.0,3.15,6.25,1.2,2.2,2,47.0,F,H,49.82139718,53900.0,44714.0,False,False,False,"[21, 51]","(37.25, 53.5]"
4480,91284,0,,3.5,8.75,1.2,3.4,2,22.0,M,H,51.1126713,148000.0,87470.0,False,False,False,"[21, 51]","(20.935, 37.25]"
4481,91285,0,,2.5,6.75,0.8,0.8,3,47.0,F,H,54.40310389,88600.0,67436.0,False,False,False,"[21, 51]","(37.25, 53.5]"
4482,91288,0,,3.25,8.25,1.2,3.2,2,75.0,M,U,59.86109234,96700.0,67436.0,False,False,False,"(69, 86]","(69.75, 86]"
4483,91315,0,,3.5,8.0,1.2,3.0,2,33.0,M,H,58.37301522,125500.0,71285.0,False,False,False,"[21, 51]","(20.935, 37.25]"
4484,91333,0,,2.5,7.75,1.0,1.0,2,49.0,F,H,55.08565976,97900.0,71285.0,False,False,False,"[21, 51]","(37.25, 53.5]"
4485,91337,0,,2.75,7.5,0.8,2.4,1,59.1589722451,F,U,49.90032276,94500.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
4486,91431,1,250.0,4.4,7.25,1.4,2.4,2,68.0,F,H,61.21471061,119100.0,69583.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
4487,91438,0,,3.0,5.75,1.2,2.2,2,59.1589722451,M,U,49.42558715,133800.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
4488,91453,1,105.0,4.15,8.5,1.4,3.0,2,59.1589722451,F,U,57.60291995,99900.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
4489,91467,1,40.0,3.15,7.5,1.2,2.8,1,56.0,F,H,49.95066681,69300.0,61831.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
4490,91507,1,70.0,3.65,6.5,1.4,2.4,2,61.0,F,H,50.20216573,105800.0,69121.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
4491,91580,1,20.0,3.15,7.75,1.4,3.0,1,59.1589722451,F,H,50.25239946,85200.0,60273.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
4492,91584,0,,3.25,8.0,1.2,1.2,3,83.0,F,H,54.42808648,81300.0,60273.0,False,False,False,"(69, 86]","(69.75, 86]"
4493,91588,0,,3.5,8.5,1.2,3.2,3,63.0,M,U,49.89137561,87500.0,53513.4573612,False,False,True,"(59.159, 69]","(53.5, 69.75]"
4494,91591,1,50.0,2.15,5.5,1.0,0.8,3,59.1589722451,M,U,54.45417083,146400.0,60273.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
4495,91627,1,35.0,3.65,7.25,1.2,2.2,1,70.0,F,U,50.53129018,109800.0,53341.0,False,False,False,"(69, 86]","(69.75, 86]"
4496,91635,0,,2.75,8.25,1.2,3.4,2,59.1589722451,F,U,61.96647356,130300.0,61655.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
4497,91671,0,,2.5,3.5,0.8,0.8,4,59.1589722451,M,U,50.28213724,90200.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
4498,91707,1,50.0,2.65,3.5,1.0,1.4,2,59.1589722451,F,H,61.58762739,185200.0,86282.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
4499,91719,0,,3.5,7.0,1.2,2.6,2,55.0,F,H,58.5098028,51600.0,42045.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
4500,91756,1,35.0,3.4,8.5,1.4,3.4,2,39.0,M,H,51.84543601,185200.0,86282.0,False,False,False,"[21, 51]","(37.25, 53.5]"
4501,91765,0,,3.25,8.75,1.2,1.2,2,84.0,F,H,55.6750495,142500.0,77654.0,False,False,False,"(69, 86]","(69.75, 86]"
4502,91779,1,100.0,3.15,4.0,1.2,1.4,2,37.0,F,H,58.24357382,106300.0,61655.0,False,False,False,"[21, 51]","(20.935, 37.25]"
4503,91787,1,125.0,2.9,6.0,1.0,1.8,4,51.0,F,H,52.78503171,170500.0,61655.0,False,False,False,"[21, 51]","(37.25, 53.5]"
4504,91789,0,,3.25,8.5,1.2,3.2,4,37.0,F,H,52.01259,133900.0,61655.0,False,False,False,"[21, 51]","(20.935, 37.25]"
4505,91795,0,,1.5,3.75,0.6,1.6,2,59.1589722451,M,H,50.02503068,106300.0,61655.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
4506,91825,0,,2.75,6.75,1.0,2.4,2,59.1589722451,F,U,49.7675459,91300.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
4507,91835,1,25.0,3.4,7.25,1.4,3.0,1,47.0,F,H,49.61073385,97800.0,69121.0,False,False,False,"[21, 51]","(37.25, 53.5]"
4508,91861,1,60.0,3.4,8.0,1.2,2.8,3,56.0,F,H,51.93683327,138000.0,67201.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
4509,91877,0,,3.5,8.25,1.2,3.0,2,59.1589722451,M,H,49.91607655,63900.0,46250.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
4510,91879,1,100.0,3.9,6.75,1.4,1.2,3,59.1589722451,F,U,52.08738287,103000.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
4511,91942,1,15.0,3.4,7.75,1.4,3.4,1,74.0,M,H,49.28601119,86800.0,71014.0,False,False,False,"(69, 86]","(69.75, 86]"
4512,91964,0,,3.25,8.0,1.0,1.0,2,44.0,F,U,54.34708798,98600.0,66944.0,False,False,False,"[21, 51]","(37.25, 53.5]"
4513,91965,1,80.0,3.65,8.75,1.4,3.4,4,52.0,U,U,51.43868987,170800.0,53513.4573612,False,False,True,"(51, 59.159]","(37.25, 53.5]"
4514,91966,0,,2.25,5.5,0.8,0.8,4,59.1589722451,F,H,53.39838338,65300.0,56988.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
4515,92021,1,100.0,2.9,4.25,1.0,0.8,2,65.0,M,H,59.42563838,96000.0,43191.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
4516,92028,0,,2.0,6.25,0.8,0.8,4,47.0,M,H,54.34642355,61300.0,43191.0,False,False,False,"[21, 51]","(37.25, 53.5]"
4517,92033,0,,3.5,8.5,1.2,3.2,3,65.0,M,H,50.29411695,69700.0,43191.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
4518,92052,1,50.0,3.4,7.75,1.2,2.6,1,84.0,M,H,49.95058051,58700.0,43191.0,False,False,False,"(69, 86]","(69.75, 86]"
4519,92058,1,75.0,3.4,5.0,1.2,1.6,4,59.1589722451,F,U,50.11904087,101000.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
4520,92079,1,75.0,3.65,8.75,1.4,3.4,4,82.0,M,H,51.5151418,100800.0,59014.0,False,False,False,"(69, 86]","(69.75, 86]"
4521,92085,1,75.0,3.4,7.0,1.2,2.4,2,78.0,M,H,50.72688281,110200.0,59014.0,False,False,False,"(69, 86]","(69.75, 86]"
4522,92121,1,75.0,3.4,7.75,1.4,3.0,4,33.0,M,H,51.92869965,121600.0,74207.0,False,False,False,"[21, 51]","(20.935, 37.25]"
4523,92147,0,,3.5,6.25,1.2,2.2,3,53.0,F,H,51.45118817,184200.0,81157.0,False,False,False,"(51, 59.159]","(37.25, 53.5]"
4524,92148,1,125.0,2.65,6.5,1.0,2.2,1,37.0,M,U,58.81067356,141800.0,81157.0,False,False,False,"[21, 51]","(20.935, 37.25]"
4525,92183,1,25.0,3.65,8.5,1.4,3.4,1,86.0,F,H,50.32008146,124000.0,79730.0,False,False,False,"(69, 86]","(69.75, 86]"
4526,92241,1,100.0,2.65,6.5,1.0,2.4,2,63.0,M,H,51.31561403,125000.0,81739.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
4527,92244,1,25.0,3.4,8.0,1.4,3.4,1,58.0,F,H,50.49017268,161400.0,81739.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
4528,92254,0,,3.25,7.5,1.2,1.2,3,43.0,F,U,73.19792745,132200.0,85253.0,False,False,False,"[21, 51]","(37.25, 53.5]"
4529,92272,1,100.0,4.15,8.75,1.4,3.2,1,59.1589722451,M,U,55.92888598,54900.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
4530,92293,1,25.0,4.15,6.25,1.4,2.2,1,75.0,F,H,52.20031253,335900.0,114584.0,False,False,False,"(69, 86]","(69.75, 86]"
4531,92312,1,120.0,3.65,7.75,1.4,3.0,3,65.0,F,H,54.6702384,357300.0,154945.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
4532,92318,0,,2.0,6.25,0.8,0.8,2,86.0,M,H,68.09054294,410900.0,154945.0,False,False,False,"(69, 86]","(69.75, 86]"
4533,92348,1,50.0,3.15,7.0,1.2,2.6,2,55.0,F,H,51.89566324,201600.0,81042.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
4534,92355,1,125.0,3.65,8.75,1.4,3.4,2,71.0,M,H,51.27950856,141300.0,81042.0,False,False,False,"(69, 86]","(69.75, 86]"
4535,92366,0,,3.0,8.5,1.2,3.4,2,71.0,M,H,61.89416247,141300.0,81042.0,False,False,False,"(69, 86]","(69.75, 86]"
4536,92403,0,,1.5,4.0,0.6,0.6,1,82.0,M,U,52.34533541,135000.0,76547.0,False,False,False,"(69, 86]","(69.75, 86]"
4537,92408,0,,2.0,2.5,0.6,0.6,3,38.0,F,H,73.64917419,148100.0,85150.0,False,False,False,"[21, 51]","(37.25, 53.5]"
4538,92443,1,50.0,3.4,8.0,1.4,3.2,1,59.1589722451,F,U,49.02085225,88100.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
4539,92455,0,,2.75,7.75,1.2,3.2,1,43.0,F,H,50.32390849,128000.0,62493.0,False,False,False,"[21, 51]","(37.25, 53.5]"
4540,92506,0,,3.5,8.5,1.2,3.2,3,58.0,F,U,50.14033047,111500.0,53513.4573612,False,False,True,"(51, 59.159]","(53.5, 69.75]"
4541,92508,0,,3.25,8.75,1.2,3.4,2,82.0,F,U,58.32868052,164100.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
4542,92514,1,75.0,3.4,8.25,1.4,3.4,2,28.0,F,H,51.00864232,149900.0,72594.0,False,False,False,"[21, 51]","(20.935, 37.25]"
4543,92553,0,,3.0,5.75,1.2,2.4,3,51.0,F,H,50.51798666,144400.0,66725.0,False,False,False,"[21, 51]","(37.25, 53.5]"
4544,92617,0,,3.0,6.0,0.8,0.8,3,59.1589722451,M,U,51.87511932,78000.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
4545,92652,0,,2.5,5.75,0.8,0.8,4,65.0,M,U,53.90562173,100800.0,70097.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
4546,92664,0,,3.0,4.75,0.8,1.4,2,35.0,F,H,59.53092766,173100.0,86725.0,False,False,False,"[21, 51]","(20.935, 37.25]"
4547,92671,0,,3.25,8.0,1.2,2.8,4,54.0,F,H,52.72267188,146700.0,86725.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
4548,92689,0,,2.75,8.0,1.0,3.0,1,86.0,F,H,51.64219076,183700.0,86725.0,False,False,False,"(69, 86]","(69.75, 86]"
4549,92748,0,,3.25,8.0,1.2,2.8,3,67.0,F,H,53.28111364,222300.0,105247.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
4550,92749,1,75.0,3.4,7.75,1.4,3.0,3,55.0,M,H,52.24868105,157800.0,105247.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
4551,92760,0,,2.25,5.75,0.8,0.8,4,46.0,F,H,55.47397901,174700.0,105247.0,False,False,False,"[21, 51]","(37.25, 53.5]"
4552,92768,0,,3.25,7.0,1.2,2.4,3,75.0,F,H,52.36452862,166000.0,105247.0,False,False,False,"(69, 86]","(69.75, 86]"
4553,92772,1,25.0,3.9,9.0,1.4,3.4,2,57.0,F,H,57.86056142,86000.0,48058.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
4554,92777,0,,3.5,4.75,1.0,1.4,4,59.1589722451,M,U,97.24989015,275000.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
4555,92801,1,75.0,3.65,8.0,1.2,1.0,3,62.0,M,H,57.25167007,290600.0,98951.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
4556,92802,1,50.0,3.65,8.5,1.4,3.4,3,55.0,M,U,48.90483174,112179.202755,53513.4573612,False,True,True,"(51, 59.159]","(53.5, 69.75]"
4557,92814,1,125.0,3.4,6.25,1.0,1.8,3,33.0,F,U,50.88301019,74700.0,56686.0,False,False,False,"[21, 51]","(20.935, 37.25]"
4558,92822,0,,2.0,3.75,0.6,0.6,4,59.1589722451,F,U,51.44717469,60900.0,30185.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
4559,92827,0,,2.5,6.0,0.8,0.8,4,59.0,F,U,53.02256995,35900.0,33750.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
4560,92832,0,,3.25,7.75,1.2,2.8,2,54.0,F,H,49.70880361,49800.0,30185.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
4561,92852,0,,1.75,4.5,0.6,1.6,1,83.0,M,H,49.1874423,61800.0,30185.0,False,False,False,"(69, 86]","(69.75, 86]"
4562,92856,0,,1.75,2.25,0.4,0.4,4,59.1589722451,F,U,49.50312185,34200.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
4563,92860,0,,2.75,4.0,1.0,1.4,2,69.0,F,U,59.13821043,7500.0,27184.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
4564,92863,0,,2.0,3.75,0.6,1.2,2,59.1589722451,M,U,57.36545083,50700.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
4565,92864,0,,2.25,5.5,0.8,2.0,4,57.0,M,H,50.45267144,53300.0,27184.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
4566,92891,1,25.0,1.65,5.75,0.8,2.6,1,71.0,F,H,49.10261573,52100.0,27184.0,False,False,False,"(69, 86]","(69.75, 86]"
4567,92962,1,100.0,3.15,5.0,1.0,1.8,2,59.1589722451,M,U,60.15850667,366300.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
4568,92963,1,100.0,3.15,4.0,1.2,1.4,2,59.1589722451,M,H,58.90515914,90000.0,122735.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
4569,92972,1,150.0,3.9,6.5,1.4,2.4,3,59.1589722451,F,U,69.26867291,584600.0,122735.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
4570,93025,0,,3.25,8.5,1.2,1.2,1,40.0,F,U,53.05681824,28800.0,27897.0,False,False,False,"[21, 51]","(37.25, 53.5]"
4571,93065,1,50.0,1.9,5.5,0.8,2.4,2,59.1589722451,M,U,49.8908714,137500.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
4572,93066,0,,2.75,8.25,1.2,3.4,4,68.0,M,H,52.58338396,155300.0,90216.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
4573,93086,1,100.0,2.9,4.25,1.0,1.4,2,34.0,F,U,57.7630763,108800.0,53513.4573612,False,False,True,"[21, 51]","(20.935, 37.25]"
4574,93137,0,,3.0,7.75,1.2,3.0,3,59.1589722451,F,U,49.18047955,112179.202755,53513.4573612,True,True,True,"(51, 59.159]","(53.5, 69.75]"
4575,93139,0,,3.0,7.0,1.2,2.8,3,29.0,F,H,51.82422732,185200.0,86282.0,False,False,False,"[21, 51]","(20.935, 37.25]"
4576,93174,0,,3.25,7.5,1.2,3.2,3,45.0,F,H,48.66325563,112179.202755,36299.0,False,True,False,"[21, 51]","(37.25, 53.5]"
4577,93184,1,50.0,3.15,7.5,1.0,2.4,1,80.0,F,U,50.26576284,112179.202755,98951.0,False,True,False,"(69, 86]","(69.75, 86]"
4578,93187,0,,2.75,7.0,0.8,2.0,1,59.1589722451,U,U,50.08067042,89100.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
4579,93218,1,50.0,3.9,7.5,1.4,2.6,3,59.1589722451,M,U,49.36706918,30200.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
4580,93237,0,,3.0,7.75,1.2,1.2,4,53.0,F,H,55.21870411,98600.0,67201.0,False,False,False,"(51, 59.159]","(37.25, 53.5]"
4581,93334,1,150.0,3.65,6.25,1.4,2.2,3,50.0,F,U,61.65101553,61900.0,40131.0,False,False,False,"[21, 51]","(37.25, 53.5]"
4582,93345,0,,3.25,8.5,1.2,3.2,2,59.1589722451,M,U,50.042584,64300.0,40131.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
4583,93356,1,125.0,3.9,8.25,1.4,1.2,3,60.0,F,U,53.92533882,61300.0,41449.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
4584,93361,0,,2.75,5.25,1.2,1.2,2,83.0,F,H,51.0371683,66100.0,40131.0,False,False,False,"(69, 86]","(69.75, 86]"
4585,93391,0,,2.75,7.75,1.0,3.0,1,86.0,M,H,49.74379803,89200.0,40131.0,False,False,False,"(69, 86]","(69.75, 86]"
4586,93397,1,100.0,3.15,4.0,1.2,1.4,2,59.1589722451,F,U,56.90613982,58200.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
4587,93423,0,,2.5,8.0,1.0,3.2,4,47.0,M,H,51.15754268,65800.0,41449.0,False,False,False,"[21, 51]","(37.25, 53.5]"
4588,93432,1,55.0,3.65,7.75,1.4,1.2,1,59.1589722451,F,U,52.16114355,61300.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
4589,93476,0,,3.5,7.25,1.2,2.8,2,67.0,F,H,60.11714392,67500.0,39838.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
4590,93496,1,50.0,2.15,4.5,1.0,2.4,1,78.0,F,U,47.65099901,81900.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
4591,93500,1,50.0,4.4,8.75,1.4,3.0,2,60.0,F,U,49.63796884,105300.0,53513.4573612,False,False,True,"(59.159, 69]","(53.5, 69.75]"
4592,93538,1,180.0,2.9,6.75,1.2,1.0,2,72.0,F,H,61.67862801,43800.0,25265.0,False,False,False,"(69, 86]","(69.75, 86]"
4593,93565,0,,3.25,8.5,1.2,3.2,3,61.0,F,U,50.93119635,99200.0,43729.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
4594,93575,0,,3.25,8.75,1.2,3.4,2,55.0,M,H,50.3374308,99400.0,43729.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
4595,93597,0,,2.75,4.0,1.0,1.0,2,59.1589722451,U,U,60.6764833,113800.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
4596,93636,0,,3.25,8.25,1.2,3.0,4,86.0,F,U,50.9829069,56800.0,36059.0,False,False,False,"(69, 86]","(69.75, 86]"
4597,93681,1,80.0,3.15,6.5,1.0,2.0,4,74.0,M,H,51.29924336,68200.0,42011.0,False,False,False,"(69, 86]","(69.75, 86]"
4598,93684,1,55.0,3.4,7.5,1.4,2.8,2,55.0,M,H,50.00953774,59500.0,42011.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
4599,93705,0,,3.0,5.75,1.2,2.2,4,69.0,M,U,50.20094466,57500.0,44965.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
4600,93713,1,100.0,2.9,6.0,1.0,2.0,4,66.0,F,H,51.11705246,70400.0,44965.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
4601,93719,0,,3.25,8.75,1.2,3.4,3,53.0,M,H,63.21653833,81800.0,44965.0,False,False,False,"(51, 59.159]","(37.25, 53.5]"
4602,93732,0,,3.25,8.5,1.2,3.2,4,41.0,U,U,50.68967837,87200.0,53513.4573612,False,False,True,"[21, 51]","(37.25, 53.5]"
4603,93742,1,150.0,3.65,7.5,1.4,1.2,2,62.0,F,H,61.51079843,56200.0,44965.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
4604,93781,0,,3.25,7.5,1.2,2.6,3,31.0,M,H,51.37851265,114900.0,59493.0,False,False,False,"[21, 51]","(20.935, 37.25]"
4605,93809,1,50.0,3.4,8.0,1.4,3.0,2,77.0,M,U,50.0858044,105900.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
4606,93820,0,,2.25,6.75,0.8,0.8,1,52.0,M,H,53.84297468,105900.0,59493.0,False,False,False,"(51, 59.159]","(37.25, 53.5]"
4607,93824,1,50.0,3.4,8.0,1.2,3.0,1,79.0,F,H,50.18877676,110500.0,59493.0,False,False,False,"(69, 86]","(69.75, 86]"
4608,93876,0,,2.5,3.75,0.8,1.2,2,57.0,M,U,57.60890038,56300.0,40935.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
4609,93880,1,25.0,3.4,7.75,1.4,1.2,3,41.0,M,H,53.96579985,58300.0,40935.0,False,False,False,"[21, 51]","(37.25, 53.5]"
4610,93881,0,,2.25,7.0,0.8,0.8,4,44.0,M,U,54.79353274,56300.0,40935.0,False,False,False,"[21, 51]","(37.25, 53.5]"
4611,93883,1,20.0,3.9,7.75,1.4,2.8,1,51.0,M,H,49.13242095,57400.0,40935.0,False,False,False,"[21, 51]","(37.25, 53.5]"
4612,93894,1,55.0,3.65,8.5,1.4,3.4,1,82.0,F,H,49.06636436,54000.0,40935.0,False,False,False,"(69, 86]","(69.75, 86]"
4613,93927,0,,3.25,8.75,1.2,3.4,4,74.0,F,H,50.51877508,49100.0,25184.0,False,False,False,"(69, 86]","(69.75, 86]"
4614,93995,1,50.0,3.9,8.75,1.4,3.4,1,59.1589722451,F,U,50.16327006,217200.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
4615,94019,0,,2.5,4.25,0.8,1.4,2,45.0,F,H,60.986738,115200.0,56544.0,False,False,False,"[21, 51]","(37.25, 53.5]"
4616,94021,1,50.0,2.9,4.0,1.0,0.8,2,58.0,M,U,59.5343758,116400.0,56544.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
4617,94039,0,,3.25,8.0,1.2,3.0,2,74.0,U,U,49.79109337,108700.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
4618,94040,0,,4.0,9.0,1.4,3.6,3,39.0,M,U,50.04920734,161300.0,53513.4573612,False,False,True,"[21, 51]","(37.25, 53.5]"
4619,94113,1,50.0,3.4,8.0,1.4,3.0,3,50.0,F,U,50.55749008,69800.0,27096.0,False,False,False,"[21, 51]","(37.25, 53.5]"
4620,94141,0,,3.25,8.5,1.2,3.2,3,37.0,F,H,50.98537485,90400.0,54425.0,False,False,False,"[21, 51]","(20.935, 37.25]"
4621,94177,1,55.0,4.65,9.25,1.4,3.0,1,65.0,F,H,49.99109703,90400.0,54425.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
4622,94214,0,,3.5,8.5,1.2,3.2,2,85.0,M,U,49.28094076,74700.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
4623,94239,1,75.0,3.4,6.0,1.2,2.2,3,59.1589722451,F,U,53.96445993,475000.0,37766.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
4624,94289,1,30.0,3.4,7.75,1.4,3.2,2,71.0,F,H,49.88899957,89400.0,48639.0,False,False,False,"(69, 86]","(69.75, 86]"
4625,94307,1,75.0,2.65,6.75,1.0,2.8,2,77.0,F,H,50.15065503,106300.0,48639.0,False,False,False,"(69, 86]","(69.75, 86]"
4626,94312,1,50.0,3.65,8.0,1.4,3.2,3,79.0,F,U,49.84016779,106200.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
4627,94386,1,30.0,3.65,8.5,1.4,3.2,1,64.0,M,H,50.62388742,142100.0,58656.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
4628,94394,1,50.0,2.9,6.75,0.8,2.0,2,64.0,F,H,50.76853524,55300.0,58656.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
4629,94402,0,,3.5,6.75,1.2,2.4,1,59.0,M,U,55.64789116,57500.0,53513.4573612,False,False,True,"(51, 59.159]","(53.5, 69.75]"
4630,94433,0,,3.5,9.0,1.2,3.4,1,47.0,F,U,51.27447812,296900.0,53513.4573612,False,False,True,"[21, 51]","(37.25, 53.5]"
4631,94459,0,,3.25,8.5,1.2,3.2,3,64.0,F,H,52.28361213,194100.0,70789.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
4632,94473,1,50.0,3.65,8.75,1.4,3.4,4,50.0,M,H,51.51202979,87400.0,69006.0,False,False,False,"[21, 51]","(37.25, 53.5]"
4633,94479,0,,3.25,7.75,1.2,3.0,3,45.0,M,H,51.22809962,135800.0,70789.0,False,False,False,"[21, 51]","(37.25, 53.5]"
