ID,Suc_flag,ARPU,PromCnt12,PromCnt36,PromCntMsg12,PromCntMsg36,Class,Gender,Age,HomeOwner,AvgARPU,AvgHomeValue,AvgIncome,Age_empflag,AvgHomeValue_empflag,AvgIncome_empflag
18229,0,,3,9,1,1,2,F,45,U,54,345500,75923,FALSE,FALSE,FALSE
18581,1,60,3,7,1,1,1,F,45,H,59,100900,36607,FALSE,FALSE,FALSE
18657,0,,3,8,1,3,2,M,45,U,51,147200,37283,FALSE,FALSE,FALSE
18676,0,,2,6,1,2,2,M,45,U,51,75100,53492,FALSE,FALSE,FALSE
19260,1,87.5,3,7,1,2,2,M,45,U,59,184400,53513.45736,FALSE,FALSE,TRUE
19641,1,150,4,7,1,1,2,U,45,U,52,247900,53513.45736,FALSE,FALSE,TRUE
19789,1,50,4,7,1,1,3,M,45,H,50,67500,52720,FALSE,FALSE,FALSE
20697,0,,4,8,1,2,3,M,45,H,51,127000,52720,FALSE,FALSE,FALSE
20769,1,25,4,8,1,3,1,F,45,U,54,166100,33215,FALSE,FALSE,FALSE
20972,0,,4,9,1,1,1,U,45,U,52,204700,44975,FALSE,FALSE,FALSE
21401,0,,3,9,1,1,2,U,45,U,50,99000,53513.45736,FALSE,FALSE,TRUE
22038,1,50,4,8,1,3,3,M,45,H,56,218900,70227,FALSE,FALSE,FALSE
22150,1,25,4,9,1,3,1,F,45,H,58,102900,70227,FALSE,FALSE,FALSE
22854,0,,3,8,1,3,2,F,45,H,52,305900,75923,FALSE,FALSE,FALSE
23022,1,75,4,8,1,3,4,M,45,H,50,161300,33215,FALSE,FALSE,FALSE
23056,1,62.5,4,8,1,3,1,F,45,H,51,198900,31050,FALSE,FALSE,FALSE
24080,1,125,3,4,1,1,2,M,45,H,65,329300,75923,FALSE,FALSE,FALSE
24212,1,30,4,7,1,2,1,F,45,H,53,236800,73713,FALSE,FALSE,FALSE
24722,1,15,4,8,1,3,1,F,45,H,51,109400,82652,FALSE,FALSE,FALSE
24747,1,75,4,7,1,2,2,M,45,U,51,99400,48463,FALSE,FALSE,FALSE
24753,0,,3,7,1,2,4,F,45,U,54,324000,53513.45736,FALSE,FALSE,TRUE
24871,1,80,3,6,1,2,3,F,45,U,49,94800,53513.45736,FALSE,FALSE,TRUE
24949,1,80,2,5,1,3,3,F,45,H,61,254000,61361,FALSE,FALSE,FALSE
24975,1,100,3,6,1,1,4,F,45,H,51,95200,67243,FALSE,FALSE,FALSE
25981,0,,3,4,1,1,2,M,45,U,49,60700,52363,FALSE,FALSE,FALSE
26289,1,50,4,9,1,3,2,F,45,H,53,312400,71260,FALSE,FALSE,FALSE
26629,0,,4,9,1,3,1,F,45,U,58,95100,22928,FALSE,FALSE,FALSE
27329,1,75,4,8,1,1,4,F,45,U,61,218200,53513.45736,FALSE,FALSE,TRUE
27740,0,,2,6,1,2,2,F,45,H,50,97000,22928,FALSE,FALSE,FALSE
28008,0,,4,9,1,1,2,F,45,H,59,543800,27951,FALSE,FALSE,FALSE
28154,0,,3,6,1,2,4,M,45,U,50,207400,53513.45736,FALSE,FALSE,TRUE
28286,0,,3,6,1,1,2,F,45,U,58,154500,40119,FALSE,FALSE,FALSE
28340,1,50,3,9,1,3,1,F,45,U,51,225000,53513.45736,FALSE,FALSE,TRUE
28890,1,75,4,8,1,3,2,F,45,U,58,472000,53513.45736,FALSE,FALSE,TRUE
28976,0,,3,6,1,2,4,M,45,U,50,204800,53513.45736,FALSE,FALSE,TRUE
29434,0,,4,4,1,1,2,F,45,H,57,561900,88402,FALSE,FALSE,FALSE
29514,0,,3,9,1,3,2,F,45,U,51,253300,23425,FALSE,FALSE,FALSE
29637,0,,3,4,1,1,2,F,45,H,51,123700,21077,FALSE,FALSE,FALSE
29658,0,,3,8,1,3,2,M,45,U,52,194300,39013,FALSE,FALSE,FALSE
30051,1,50,4,8,1,3,2,F,45,H,56,574300,88402,FALSE,FALSE,FALSE
31156,0,,3,6,1,1,4,M,45,H,57,242900,72198,FALSE,FALSE,FALSE
32096,1,80,3,6,1,2,4,F,45,U,52,177800,53513.45736,FALSE,FALSE,TRUE
32198,1,45,4,6,1,2,2,M,45,H,51,181100,39013,FALSE,FALSE,FALSE
32282,0,,3,8,1,3,3,M,45,U,61,539200,53513.45736,FALSE,FALSE,TRUE
32905,0,,3,8,1,3,2,M,45,H,55,194300,39013,FALSE,FALSE,FALSE
33314,0,,3,8,1,3,1,F,45,H,52,251400,72198,FALSE,FALSE,FALSE
34429,1,75,3,8,1,3,4,U,45,U,48,112179.2028,53513.45736,FALSE,TRUE,TRUE
35370,0,,3,8,1,3,4,M,45,U,58,589300,174183,FALSE,FALSE,FALSE
35902,0,,2,7,1,2,3,F,45,H,53,314900,39013,FALSE,FALSE,FALSE
35969,0,,3,8,1,3,3,F,45,U,53,332100,53513.45736,FALSE,FALSE,TRUE
36013,0,,4,7,1,3,2,F,45,U,60,91900,53513.45736,FALSE,FALSE,TRUE
36774,1,105,3,6,1,2,3,F,45,U,50,149000,53513.45736,FALSE,FALSE,TRUE
37458,0,,4,9,1,3,3,M,45,H,57,274100,69038,FALSE,FALSE,FALSE
38165,1,70,4,9,1,1,3,M,45,H,51,220500,53513.45736,FALSE,FALSE,TRUE
38425,0,,3,4,1,1,2,F,45,U,60,239500,53513.45736,FALSE,FALSE,TRUE
38519,1,10,3,7,1,2,1,F,45,H,53,445700,68138,FALSE,FALSE,FALSE
38663,0,,3,8,1,3,2,M,45,U,67,520900,53513.45736,FALSE,FALSE,TRUE
38743,0,,3,4,1,1,4,F,45,H,51,118800,31973,FALSE,FALSE,FALSE
39217,0,,3,9,1,3,4,M,45,H,60,228700,60896,FALSE,FALSE,FALSE
40105,1,115,4,8,1,1,4,M,45,H,60,543900,122638,FALSE,FALSE,FALSE
40234,0,,3,7,1,3,1,F,45,H,53,235200,51437,FALSE,FALSE,FALSE
41078,0,,3,6,1,1,3,F,45,U,49,86500,53513.45736,FALSE,FALSE,TRUE
41666,1,25,3,8,1,3,3,F,45,U,53,383300,53513.45736,FALSE,FALSE,TRUE
42913,1,25,4,8,1,3,2,F,45,H,60,27900,30432,FALSE,FALSE,FALSE
43010,1,125,4,9,1,3,1,F,45,H,63,483300,86448,FALSE,FALSE,FALSE
43564,1,100,2,4,1,1,2,M,45,U,58,107400,78802,FALSE,FALSE,FALSE
43974,1,25,3,8,1,3,1,F,45,U,61,350000,53513.45736,FALSE,FALSE,TRUE
44431,0,,3,6,1,2,4,F,45,U,65,364400,53513.45736,FALSE,FALSE,TRUE
44491,0,,3,7,1,3,3,F,45,U,64,310000,53513.45736,FALSE,FALSE,TRUE
44500,1,25,4,9,1,3,2,M,45,H,59,268300,51935,FALSE,FALSE,FALSE
45008,1,50,4,9,1,3,3,F,45,U,52,351400,53513.45736,FALSE,FALSE,TRUE
45258,1,25,4,6,1,2,3,F,45,H,61,297500,44543,FALSE,FALSE,FALSE
47094,0,,3,9,1,3,3,U,45,U,53,415500,53513.45736,FALSE,FALSE,TRUE
47230,0,,3,9,1,3,2,F,45,H,52,221900,61964,FALSE,FALSE,FALSE
47545,0,,3,7,1,2,3,M,45,U,77,600000,53513.45736,FALSE,FALSE,TRUE
48293,0,,3,9,1,1,3,F,45,U,52,230200,53513.45736,FALSE,FALSE,TRUE
48487,1,125,3,8,1,1,3,M,45,H,51,185900,61964,FALSE,FALSE,FALSE
48551,1,100,3,6,1,2,4,M,45,U,50,135500,29021,FALSE,FALSE,FALSE
49464,0,,3,4,1,1,2,F,45,H,55,470800,78360,FALSE,FALSE,FALSE
49565,1,25,4,8,1,3,4,F,45,U,52,112100,29021,FALSE,FALSE,FALSE
50328,1,105,3,6,1,2,2,F,45,U,51,230200,53513.45736,FALSE,FALSE,TRUE
51334,0,,2,7,1,3,3,F,45,H,52,217100,62486,FALSE,FALSE,FALSE
51426,1,125,3,8,1,1,3,F,45,U,79,316900,53513.45736,FALSE,FALSE,TRUE
51544,0,,3,8,1,3,2,M,45,U,59,268500,53513.45736,FALSE,FALSE,TRUE
52574,1,60,4,9,1,3,2,M,45,H,52,361700,47076,FALSE,FALSE,FALSE
52672,0,,4,8,1,3,1,M,45,H,53,282300,45164,FALSE,FALSE,FALSE
53213,1,75,3,8,1,3,3,F,45,H,52,171300,32768,FALSE,FALSE,FALSE
54142,1,105,4,9,1,3,4,F,45,U,50,142300,53513.45736,FALSE,FALSE,TRUE
54392,0,,3,6,1,2,2,M,45,U,52,257800,32768,FALSE,FALSE,FALSE
54549,0,,3,6,1,2,1,M,45,H,51,131900,60150,FALSE,FALSE,FALSE
55392,1,30,3,8,1,3,1,M,45,H,58,300500,47631,FALSE,FALSE,FALSE
56113,1,25,4,8,1,3,1,M,45,H,54,310000,47076,FALSE,FALSE,FALSE
56404,0,,3,4,1,1,4,F,45,H,52,300500,47631,FALSE,FALSE,FALSE
56599,0,,3,8,1,3,4,F,45,H,57,404500,26310,FALSE,FALSE,FALSE
56697,1,50,3,8,1,3,2,F,45,H,64,477800,109911,FALSE,FALSE,FALSE
56783,0,,4,8,1,3,3,F,45,H,53,285700,66971,FALSE,FALSE,FALSE
57087,1,75,4,8,1,3,3,F,45,U,55,564300,53513.45736,FALSE,FALSE,TRUE
57992,1,25,4,9,1,3,1,F,45,U,54,225000,53513.45736,FALSE,FALSE,TRUE
58084,0,,2,7,1,2,2,F,45,U,67,369400,65906,FALSE,FALSE,FALSE
58086,1,20,3,8,1,3,1,F,45,U,61,300000,26310,FALSE,FALSE,FALSE
58203,1,30,2,6,1,2,1,M,45,U,64,500000,53513.45736,FALSE,FALSE,TRUE
58576,0,,3,8,1,3,2,F,45,H,55,373800,65906,FALSE,FALSE,FALSE
60313,1,50,3,8,1,3,4,F,45,H,55,589800,89960,FALSE,FALSE,FALSE
60526,1,30,4,7,1,3,1,U,45,U,53,357000,47076,FALSE,FALSE,FALSE
61232,1,50,3,7,1,2,2,F,45,H,52,273000,47076,FALSE,FALSE,FALSE
61423,1,75,3,6,1,1,2,F,45,H,53,242400,65906,FALSE,FALSE,FALSE
61584,0,,3,6,1,1,3,F,45,U,51,216600,53513.45736,FALSE,FALSE,TRUE
61693,1,35,3,7,1,3,2,F,45,H,52,339000,68819,FALSE,FALSE,FALSE
62056,1,35,3,7,1,2,1,F,45,H,69,562600,65906,FALSE,FALSE,FALSE
62135,0,,3,8,1,3,4,F,45,H,53,358500,68819,FALSE,FALSE,FALSE
62247,0,,3,6,1,2,2,M,45,U,60,77500,53513.45736,FALSE,FALSE,TRUE
62704,1,60,3,7,1,3,3,F,45,U,53,314100,68819,FALSE,FALSE,FALSE
62891,0,,3,4,1,1,4,M,45,H,55,454800,65906,FALSE,FALSE,FALSE
62928,1,75,3,6,1,2,2,M,45,H,57,213200,65906,FALSE,FALSE,FALSE
62961,0,,3,6,1,2,3,F,45,H,61,595300,128323,FALSE,FALSE,FALSE
63039,0,,3,4,1,1,4,F,45,H,55,498400,40701,FALSE,FALSE,FALSE
63104,1,200,4,9,1,3,4,F,45,U,50,204200,53513.45736,FALSE,FALSE,TRUE
63990,1,150,4,7,1,1,2,F,45,U,52,347500,53513.45736,FALSE,FALSE,TRUE
64141,0,,3,9,1,3,2,F,45,H,58,550100,56609,FALSE,FALSE,FALSE
64145,0,,3,7,1,1,2,F,45,H,50,125000,56736,FALSE,FALSE,FALSE
64844,0,,3,7,1,2,3,M,45,H,52,351100,56609,FALSE,FALSE,FALSE
65358,0,,4,8,1,1,4,F,45,H,51,248100,35110,FALSE,FALSE,FALSE
65481,1,100,3,8,1,3,4,M,45,H,55,580600,89960,FALSE,FALSE,FALSE
65903,0,,3,3,1,1,2,M,45,U,51,181300,53513.45736,FALSE,FALSE,TRUE
66058,0,,2,4,1,1,2,F,45,H,51,209800,48925,FALSE,FALSE,FALSE
66220,1,100,4,8,1,3,2,F,45,U,55,494700,61250,FALSE,FALSE,FALSE
66265,1,200,4,8,1,3,2,F,45,H,53,350900,68819,FALSE,FALSE,FALSE
66455,0,,3,8,1,1,4,F,45,H,69,348100,61250,FALSE,FALSE,FALSE
66479,0,,2,4,1,1,4,F,45,H,54,375700,48925,FALSE,FALSE,FALSE
66636,0,,3,8,1,1,3,F,45,U,54,187500,53513.45736,FALSE,FALSE,TRUE
67013,0,,3,9,1,3,3,F,45,U,56,584700,34267,FALSE,FALSE,FALSE
67075,1,90,4,9,1,3,4,F,45,U,63,372900,53513.45736,FALSE,FALSE,TRUE
67789,1,100,3,8,1,3,4,F,45,H,58,445300,34267,FALSE,FALSE,FALSE
68222,0,,3,8,1,1,3,F,45,H,53,286400,68819,FALSE,FALSE,FALSE
68352,0,,3,8,1,3,4,F,45,H,53,332600,68819,FALSE,FALSE,FALSE
68944,0,,3,7,1,2,4,U,45,U,63,380100,53513.45736,FALSE,FALSE,TRUE
69116,1,100,4,9,1,3,4,M,45,U,53,280300,58918,FALSE,FALSE,FALSE
69465,1,100,3,7,1,2,3,M,45,H,61,326600,72116,FALSE,FALSE,FALSE
69822,1,75,3,8,1,1,3,F,45,H,65,162500,59715,FALSE,FALSE,FALSE
70090,1,105,3,8,1,1,3,M,45,H,60,209200,72116,FALSE,FALSE,FALSE
70485,0,,3,9,1,3,4,F,45,H,59,399200,97052,FALSE,FALSE,FALSE
70946,1,50,4,9,1,3,4,F,45,H,54,318500,97052,FALSE,FALSE,FALSE
71425,1,35,3,8,1,3,1,U,45,U,53,572700,53513.45736,FALSE,FALSE,TRUE
71604,1,30,3,8,1,3,1,M,45,U,63,41900,53513.45736,FALSE,FALSE,TRUE
71884,0,,3,9,1,3,2,F,45,U,53,357600,53513.45736,FALSE,FALSE,TRUE
73030,1,125,3,6,1,1,3,F,45,H,57,399200,97052,FALSE,FALSE,FALSE
73762,1,125,4,8,1,3,2,F,45,H,53,357600,97052,FALSE,FALSE,FALSE
74819,1,75,4,8,1,3,4,M,45,U,66,600000,53513.45736,FALSE,FALSE,TRUE
75180,1,75,3,6,1,1,3,M,45,H,54,343100,79042,FALSE,FALSE,FALSE
75331,1,125,4,7,1,2,2,F,45,U,52,162800,31973,FALSE,FALSE,FALSE
75703,1,30,4,7,1,3,1,F,45,U,54,485000,53513.45736,FALSE,FALSE,TRUE
75835,1,25,4,9,1,3,1,F,45,H,53,440900,66039,FALSE,FALSE,FALSE
76537,0,,3,4,1,1,4,F,45,H,56,535900,112339,FALSE,FALSE,FALSE
78172,1,125,3,4,1,1,4,M,45,U,56,287500,53513.45736,FALSE,FALSE,TRUE
78199,1,75,3,7,1,3,3,F,45,U,62,537200,53513.45736,FALSE,FALSE,TRUE
78965,0,,3,6,1,2,4,M,45,H,52,277600,52608,FALSE,FALSE,FALSE
79043,0,,3,5,1,2,4,F,45,U,52,251600,53513.45736,FALSE,FALSE,TRUE
79395,1,60,4,8,1,3,2,F,45,H,53,365600,73833,FALSE,FALSE,FALSE
80310,1,100,4,5,1,1,4,M,45,U,52,259200,53513.45736,FALSE,FALSE,TRUE
80325,0,,3,8,1,1,3,F,45,H,54,355000,63659,FALSE,FALSE,FALSE
80863,0,,3,9,1,3,3,M,45,H,56,417800,73833,FALSE,FALSE,FALSE
81241,1,100,4,8,1,3,3,F,45,H,53,328900,73833,FALSE,FALSE,FALSE
81277,1,125,3,6,1,2,4,F,45,H,51,136200,22378,FALSE,FALSE,FALSE
82870,0,,3,8,1,3,4,F,45,H,52,236800,58882,FALSE,FALSE,FALSE
83035,0,,3,7,1,3,1,F,45,H,52,250900,52608,FALSE,FALSE,FALSE
83279,1,95,3,8,1,3,2,F,45,U,63,290800,43940,FALSE,FALSE,FALSE
83481,0,,3,8,1,3,1,F,45,H,52,208900,48596,FALSE,FALSE,FALSE
85010,1,45,3,8,1,3,1,M,45,H,59,209100,48596,FALSE,FALSE,FALSE
86202,0,,3,8,1,3,3,F,45,H,53,209200,53668,FALSE,FALSE,FALSE
86445,1,75,4,8,1,3,2,F,45,H,50,188700,68158,FALSE,FALSE,FALSE
86587,1,10,3,8,1,3,1,U,45,U,52,258100,53513.45736,FALSE,FALSE,TRUE
86939,0,,3,9,1,1,2,F,45,U,50,165300,53513.45736,FALSE,FALSE,TRUE
86985,1,75,4,9,1,3,2,M,45,H,53,258100,53668,FALSE,FALSE,FALSE
87541,1,25,3,8,1,3,1,F,45,U,48,112179.2028,53513.45736,FALSE,TRUE,TRUE
88680,0,,3,4,1,1,4,M,45,H,55,241300,52608,FALSE,FALSE,FALSE
88848,0,,3,8,1,1,2,M,45,U,49,107800,39113,FALSE,FALSE,FALSE
88862,0,,2,4,1,1,2,M,45,H,52,196400,36370,FALSE,FALSE,FALSE
89334,0,,2,4,1,1,4,F,45,H,60,209200,52106,FALSE,FALSE,FALSE
89856,0,,3,9,1,3,3,F,45,H,58,173900,51699,FALSE,FALSE,FALSE
89873,1,55,4,9,1,1,4,M,45,U,52,212600,60733,FALSE,FALSE,FALSE
90660,0,,2,6,1,2,4,M,45,H,59,121500,40805,FALSE,FALSE,FALSE
90727,1,25,4,8,1,3,1,F,45,H,54,277200,71189,FALSE,FALSE,FALSE
91101,1,125,3,6,1,2,1,F,45,H,51,160500,42120,FALSE,FALSE,FALSE
91787,1,125,3,6,1,2,4,M,45,H,52,276600,71189,FALSE,FALSE,FALSE
91965,1,80,4,9,1,3,4,F,45,U,62,329700,53513.45736,FALSE,FALSE,TRUE
92147,0,,4,6,1,2,3,M,45,U,51,247600,53513.45736,FALSE,FALSE,TRUE
92553,0,,3,6,1,2,3,U,45,U,51,220600,53513.45736,FALSE,FALSE,TRUE
93237,0,,3,8,1,1,4,F,45,H,58,100000,23864,FALSE,FALSE,FALSE
93719,0,,3,9,1,3,3,M,45,H,57,122600,23864,FALSE,FALSE,FALSE
93820,0,,2,7,1,1,1,U,45,H,59,201900,69733,FALSE,FALSE,FALSE
93883,1,20,4,8,1,3,1,M,45,U,65,236900,53513.45736,FALSE,FALSE,TRUE
94757,1,60,4,8,1,3,3,F,45,H,63,171300,83472,FALSE,FALSE,FALSE
95151,1,35,3,6,1,2,2,F,45,H,54,423300,61801,FALSE,FALSE,FALSE
95536,1,100,4,6,1,2,1,M,45,U,52,299400,53513.45736,FALSE,FALSE,TRUE
95701,1,25,3,8,1,3,2,M,45,H,55,411200,66971,FALSE,FALSE,FALSE
96251,1,50,4,8,1,3,1,F,45,U,55,545300,53513.45736,FALSE,FALSE,TRUE
96417,0,,3,8,1,3,2,F,45,H,53,278100,60011,FALSE,FALSE,FALSE
97468,0,,3,6,1,2,4,F,45,H,64,323100,55978,FALSE,FALSE,FALSE
99304,0,,3,7,1,1,3,M,45,H,54,364500,42450,FALSE,FALSE,FALSE
99570,0,,3,6,1,1,4,M,45,H,52,226400,69733,FALSE,FALSE,FALSE
99647,0,,3,7,1,1,2,F,45,U,55,323100,53513.45736,FALSE,FALSE,TRUE
99809,0,,3,9,1,3,1,F,45,H,60,313000,56395,FALSE,FALSE,FALSE
101614,1,105,2,6,1,2,4,F,45,U,55,283300,42450,FALSE,FALSE,FALSE
102521,1,25,4,6,1,2,4,F,45,U,51,292500,53513.45736,FALSE,FALSE,TRUE
102742,1,45,4,8,1,3,1,F,45,H,58,131000,39524,FALSE,FALSE,FALSE
102772,1,50,3,7,1,2,1,M,45,H,52,240000,60727,FALSE,FALSE,FALSE
103330,1,250,3,8,1,3,3,F,45,U,51,267900,53513.45736,FALSE,FALSE,TRUE
104195,0,,3,8,1,3,4,M,45,H,54,428600,92525,FALSE,FALSE,FALSE
104427,1,75,3,4,1,1,2,F,45,U,55,428600,92525,FALSE,FALSE,FALSE
104442,1,175,4,9,1,3,2,M,45,H,54,428600,92525,FALSE,FALSE,FALSE
105072,0,,3,7,1,2,1,M,45,U,52,154900,38710,FALSE,FALSE,FALSE
105347,1,75,3,8,1,3,2,M,45,U,51,144300,53513.45736,FALSE,FALSE,TRUE
105741,1,100,3,8,1,3,1,M,45,H,51,136100,39524,FALSE,FALSE,FALSE
105823,1,12.5,5,9,1,3,1,F,45,U,64,138600,38710,FALSE,FALSE,FALSE
106633,1,25,4,9,1,3,1,M,45,U,50,183800,53513.45736,FALSE,FALSE,TRUE
107006,0,,3,9,1,3,3,F,45,U,55,140300,53513.45736,FALSE,FALSE,TRUE
107070,0,,3,9,1,1,3,M,45,U,51,121000,53513.45736,FALSE,FALSE,TRUE
107298,1,215,4,9,1,3,3,F,45,H,55,138700,39524,FALSE,FALSE,FALSE
107569,1,250,2,4,1,1,3,F,45,U,59,203700,45048,FALSE,FALSE,FALSE
107693,1,50,4,8,1,3,2,F,45,H,54,374100,59827,FALSE,FALSE,FALSE
109225,0,,3,9,1,3,2,F,45,U,51,149100,53513.45736,FALSE,FALSE,TRUE
109520,1,75,3,4,1,1,2,F,45,H,64,265200,56395,FALSE,FALSE,FALSE
109583,1,25,4,8,1,3,1,M,45,H,62,232800,56395,FALSE,FALSE,FALSE
109759,0,,3,6,1,2,1,F,45,U,52,265100,53513.45736,FALSE,FALSE,TRUE
110281,0,,3,8,1,3,2,F,45,H,54,331400,93247,FALSE,FALSE,FALSE
110509,0,,3,7,1,3,1,M,45,H,54,431400,59827,FALSE,FALSE,FALSE
110951,0,,3,9,1,3,2,F,45,U,52,239200,53513.45736,FALSE,FALSE,TRUE
111023,1,100,3,8,1,3,4,F,45,U,54,500000,53513.45736,FALSE,FALSE,TRUE
112042,0,,4,6,1,2,1,F,45,U,57,595200,137945,FALSE,FALSE,FALSE
113310,0,,3,6,1,1,2,M,45,H,56,597600,137945,FALSE,FALSE,FALSE
114598,0,,3,8,1,3,1,F,45,U,57,409300,53513.45736,FALSE,FALSE,TRUE
115091,0,,4,9,1,3,3,M,45,U,51,208300,20967,FALSE,FALSE,FALSE
115384,0,,2,6,1,2,4,F,45,H,52,267900,56395,FALSE,FALSE,FALSE
115499,0,,3,9,1,3,3,U,45,U,50,143800,53513.45736,FALSE,FALSE,TRUE
115574,0,,3,9,1,3,2,M,45,H,67,585400,81394,FALSE,FALSE,FALSE
116350,0,,3,8,1,3,4,F,45,H,50,155500,40629,FALSE,FALSE,FALSE
117164,0,,3,4,1,1,2,F,45,H,51,163200,40629,FALSE,FALSE,FALSE
117524,1,125,3,8,1,3,2,F,45,U,60,242300,53513.45736,FALSE,FALSE,TRUE
117552,1,100,3,8,1,3,4,F,45,H,56,590700,81394,FALSE,FALSE,FALSE
117847,1,100,2,4,1,1,2,F,45,U,52,166300,53513.45736,FALSE,FALSE,TRUE
118060,1,110,3,4,1,1,4,F,45,U,55,460500,81394,FALSE,FALSE,FALSE
120461,1,100,2,6,1,1,1,F,45,H,53,373600,81394,FALSE,FALSE,FALSE
122131,1,75,4,9,1,3,2,M,45,H,52,225900,68282,FALSE,FALSE,FALSE
122258,0,,3,8,1,3,4,M,45,H,53,237300,68282,FALSE,FALSE,FALSE
122465,1,40,4,7,1,3,2,M,45,H,52,201000,66645,FALSE,FALSE,FALSE
122664,1,100,2,5,1,2,2,F,45,U,66,205100,53513.45736,FALSE,FALSE,TRUE
122919,0,,3,7,1,3,2,F,45,H,54,319400,68282,FALSE,FALSE,FALSE
123678,0,,3,4,1,1,2,M,45,H,59,228200,38929,FALSE,FALSE,FALSE
124379,1,25,3,8,1,3,1,M,45,U,53,418800,53513.45736,FALSE,FALSE,TRUE
125086,1,30,3,7,1,2,1,M,45,H,52,179700,54217,FALSE,FALSE,FALSE
125366,1,35,3,5,1,1,4,F,45,U,67,556100,53513.45736,FALSE,FALSE,TRUE
125453,0,,3,4,1,1,4,F,45,H,52,217100,54217,FALSE,FALSE,FALSE
125566,0,,3,8,1,3,1,F,45,H,51,198500,41254,FALSE,FALSE,FALSE
125741,1,25,3,8,1,3,1,M,45,H,51,204600,54217,FALSE,FALSE,FALSE
125986,1,85,4,9,1,3,4,M,45,U,57,236200,53513.45736,FALSE,FALSE,TRUE
126530,1,150,3,4,1,1,2,M,45,H,69,495600,86002,FALSE,FALSE,FALSE
126930,0,,4,9,1,3,1,U,45,U,52,318900,53513.45736,FALSE,FALSE,TRUE
126975,0,,3,7,1,3,3,F,45,U,52,189300,41254,FALSE,FALSE,FALSE
127579,0,,3,7,1,2,2,F,45,U,52,438300,53513.45736,FALSE,FALSE,TRUE
127880,0,,3,4,1,1,2,F,45,U,64,281300,53513.45736,FALSE,FALSE,TRUE
129241,0,,3,7,1,2,2,F,45,H,52,220100,79008,FALSE,FALSE,FALSE
129805,0,,2,8,1,1,3,F,45,H,56,595100,170752,FALSE,FALSE,FALSE
129947,1,100,3,6,1,2,2,M,45,U,55,594300,53513.45736,FALSE,FALSE,TRUE
131845,1,75,3,8,1,1,2,M,45,H,52,225200,65740,FALSE,FALSE,FALSE
132896,1,125,4,10,1,3,4,F,45,U,51,159000,30094,FALSE,FALSE,FALSE
132983,1,75,3,6,1,2,3,F,45,H,54,146500,30094,FALSE,FALSE,FALSE
133101,0,,3,6,1,1,4,F,45,H,51,237500,61500,FALSE,FALSE,FALSE
133163,1,75,3,6,1,2,4,M,45,H,52,276800,41254,FALSE,FALSE,FALSE
133564,0,,3,9,1,3,1,F,45,H,53,195300,65740,FALSE,FALSE,FALSE
133743,1,100,3,7,1,3,2,F,45,U,62,500000,53513.45736,FALSE,FALSE,TRUE
133793,0,,3,9,1,3,2,F,45,U,52,117800,60641,FALSE,FALSE,FALSE
134268,0,,3,7,1,2,4,M,45,H,52,161100,47472,FALSE,FALSE,FALSE
134703,0,,3,8,1,3,3,U,45,H,54,341200,92525,FALSE,FALSE,FALSE
137845,1,75,4,8,1,3,1,F,45,H,50,175600,53513.45736,FALSE,FALSE,TRUE
139059,0,,4,8,1,1,2,M,45,H,66,598200,155586,FALSE,FALSE,FALSE
139664,1,80,3,8,1,3,4,M,45,H,74,598000,155586,FALSE,FALSE,FALSE
140049,1,100,4,8,1,3,3,F,45,H,52,164400,47472,FALSE,FALSE,FALSE
140141,1,70,4,9,1,3,4,F,45,U,56,500000,86256,FALSE,FALSE,FALSE
140445,0,,3,8,1,3,3,F,45,H,53,165700,47472,FALSE,FALSE,FALSE
140779,1,30,3,7,1,3,1,F,45,H,67,179500,41190,FALSE,FALSE,FALSE
142013,1,115,2,3,1,1,2,U,45,U,54,500000,53513.45736,FALSE,FALSE,TRUE
142047,0,,3,6,1,2,2,F,45,H,57,588200,86256,FALSE,FALSE,FALSE
142171,0,,2,7,1,3,1,F,45,H,54,98000,34864,FALSE,FALSE,FALSE
142203,1,200,4,9,1,3,2,F,45,U,51,237700,53513.45736,FALSE,FALSE,TRUE
142926,0,,3,7,1,1,3,F,45,H,59,144200,45373,FALSE,FALSE,FALSE
142980,0,,3,7,1,3,4,M,45,U,51,112179.2028,53513.45736,FALSE,TRUE,TRUE
143324,0,,3,8,1,3,1,M,45,H,61,265100,87748,FALSE,FALSE,FALSE
145004,0,,3,8,1,3,3,F,45,H,66,320900,87748,FALSE,FALSE,FALSE
145214,1,100,4,7,1,2,4,U,45,U,59,323300,53513.45736,FALSE,FALSE,TRUE
145476,0,,3,8,1,3,1,F,45,U,64,271200,57573,FALSE,FALSE,FALSE
145855,1,60,3,7,1,3,3,F,45,H,55,351400,53513.45736,FALSE,FALSE,TRUE
146011,0,,3,4,1,1,4,M,45,H,56,452100,80359,FALSE,FALSE,FALSE
146093,0,,3,8,1,3,4,F,45,H,53,244800,92510,FALSE,FALSE,FALSE
146269,1,50,3,6,1,1,2,F,45,H,65,568700,103584,FALSE,FALSE,FALSE
146814,1,75,3,9,1,1,4,M,45,U,90,568700,53513.45736,FALSE,FALSE,TRUE
146990,0,,3,6,1,1,4,M,45,U,52,399400,53513.45736,FALSE,FALSE,TRUE
147386,0,,3,3,1,1,4,F,45,U,51,183400,51425,FALSE,FALSE,FALSE
147629,0,,3,9,1,3,3,M,45,H,62,269800,47073,FALSE,FALSE,FALSE
