Zip Code,Adjusted Gross Income,Number of returns,Number of single returns,Number of joint returns,Number of head of household returns,Number with paid preparer's signature,Number of exemptions,Number of dependents,Total prepared returns,Number of volunteer income tax assistance (VITA) prepared returns,Number of tax counseling for the elderly (TCE) prepared returns,"Number of volunteer prepared 
returns with
Earned Income Credit",Number of refund anticipation loan returns,Number of refund anticipation check returns,Number of elderly returns [3],Adjusted gross income (AGI) [4],Number of returns.1,Total Income Amount
98528,"$75,000 under $100,000",570,120,410,50,240,1370,390,0,0,0,0,0,70,200,49073,570,49471
98528,"$100,000 under $200,000",640,70,570,0,300,1670,470,0,0,0,0,0,50,200,82193,640,82904
98528,"$200,000 or more",80,0,70,0,60,190,30,0,0,0,0,0,0,50,28492,80,29178
98531,"$1 under $25,000",4560,2860,610,1050,1650,7420,2650,150,40,110,0,0,780,940,58977,4560,59606
98531,"$25,000 under $50,000",3010,1320,950,710,1280,6750,2790,60,0,60,0,0,510,690,108478,3010,109373
98531,"$50,000 under $75,000",1520,480,860,160,700,3750,1370,0,0,0,0,0,200,500,93237,1520,94065
98531,"$75,000 under $100,000",800,120,640,50,380,2050,610,0,0,0,0,0,80,290,68829,800,69513
98531,"$100,000 under $200,000",740,100,640,0,440,1970,590,0,0,0,0,0,30,290,95846,740,97281
98531,"$200,000 or more",100,0,80,0,90,250,70,0,0,0,0,0,0,50,48448,100,49495
98532,"$1 under $25,000",3500,2390,540,560,1260,4860,1350,120,30,90,0,0,480,810,43314,3500,44028
98532,"$25,000 under $50,000",2420,1120,810,460,1090,4930,1720,30,0,30,0,0,440,640,88392,2420,89408
98532,"$50,000 under $75,000",1620,500,930,170,800,3810,1270,20,0,20,0,0,200,500,99126,1620,100215
98532,"$75,000 under $100,000",1060,150,850,50,530,2820,910,0,0,0,0,0,100,340,91730,1060,92559
98532,"$100,000 under $200,000",1260,100,1130,30,740,3560,1180,0,0,0,0,0,70,410,164024,1260,166257
98532,"$200,000 or more",230,30,190,0,200,590,170,0,0,0,0,0,0,100,95707,230,98142
98533,"$1 under $25,000",70,50,0,20,30,100,20,0,0,0,0,0,30,30,903,70,926
98533,"$25,000 under $50,000",60,20,40,0,30,100,20,0,0,0,0,0,0,40,1960,60,1960
98533,"$50,000 under $75,000",50,20,30,0,20,110,40,0,0,0,0,0,0,0,2896,50,2959
98533,"$75,000 under $100,000",30,0,30,0,30,80,20,0,0,0,0,0,0,30,2911,30,2911
98533,"$100,000 under $200,000",30,0,30,0,0,80,20,0,0,0,0,0,0,0,3520,30,3520
98533,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98535,"$1 under $25,000",100,70,0,30,30,160,50,0,0,0,0,0,30,50,1266,100,1289
98535,"$25,000 under $50,000",50,30,40,0,20,100,50,0,0,0,0,0,0,0,1674,50,1674
98535,"$50,000 under $75,000",30,0,40,0,30,60,0,0,0,0,0,0,0,40,2016,30,2016
98535,"$75,000 under $100,000",30,0,0,0,0,60,0,0,0,0,0,0,0,0,2871,30,2871
98535,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98535,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98537,"$1 under $25,000",320,230,50,30,110,410,90,20,0,20,0,0,40,100,4053,320,4107
98537,"$25,000 under $50,000",280,140,90,50,100,500,140,0,0,0,0,0,40,100,10054,280,10166
98537,"$50,000 under $75,000",190,60,110,30,90,450,150,0,0,0,0,0,20,70,11984,190,12052
98537,"$75,000 under $100,000",110,20,90,0,60,280,80,0,0,0,0,0,20,40,9334,110,9403
98537,"$100,000 under $200,000",110,0,100,0,60,310,100,0,0,0,0,0,0,30,15593,110,15776
98537,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98538,"$1 under $25,000",60,40,30,20,30,100,30,0,0,0,0,0,0,30,650,60,650
98538,"$25,000 under $50,000",40,30,0,0,30,70,20,0,0,0,0,0,0,0,1359,40,1359
98538,"$50,000 under $75,000",30,0,40,0,0,80,30,0,0,0,0,0,0,0,2046,30,2087
98538,"$75,000 under $100,000",20,0,0,0,30,70,20,0,0,0,0,0,0,20,2052,20,2052
98538,"$100,000 under $200,000",30,0,30,0,0,80,30,0,0,0,0,0,0,0,3640,30,3640
98538,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98541,"$1 under $25,000",1460,910,280,260,490,2250,680,50,0,50,0,0,220,370,18427,1460,18592
98541,"$25,000 under $50,000",1000,480,320,180,370,1980,660,40,0,40,0,0,150,220,36340,1000,36619
98541,"$50,000 under $75,000",660,210,380,70,290,1530,500,0,0,0,0,0,80,190,40394,660,40717
98541,"$75,000 under $100,000",410,70,320,30,180,1050,320,0,0,0,0,0,40,130,35360,410,35710
98541,"$100,000 under $200,000",440,40,400,0,240,1220,380,0,0,0,0,0,30,140,56690,440,57588
98541,"$200,000 or more",50,0,50,0,40,150,50,0,0,0,0,0,0,0,16385,50,16385
98542,"$1 under $25,000",100,70,0,30,50,140,30,0,0,0,0,0,30,40,1198,100,1198
98542,"$25,000 under $50,000",60,40,40,0,30,130,40,0,0,0,0,0,0,0,2381,60,2447
98542,"$50,000 under $75,000",40,0,30,0,20,90,20,0,0,0,0,0,0,20,2542,40,2542
98542,"$75,000 under $100,000",30,0,20,0,30,70,30,0,0,0,0,0,0,20,2205,30,2205
98542,"$100,000 under $200,000",30,0,20,0,0,60,0,0,0,0,0,0,0,0,3497,30,3497
98542,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98546,"$1 under $25,000",350,240,70,40,120,480,100,20,0,20,0,0,40,140,4251,350,4316
98546,"$25,000 under $50,000",300,140,120,30,130,540,120,20,0,20,0,0,50,120,10840,300,10897
98546,"$50,000 under $75,000",210,80,120,20,90,410,80,0,0,0,0,0,0,110,13121,210,13265
98546,"$75,000 under $100,000",130,20,100,0,60,300,80,0,0,0,0,0,20,50,11266,130,11365
98546,"$100,000 under $200,000",200,40,170,0,110,460,100,0,0,0,0,0,0,120,26905,200,27390
98546,"$200,000 or more",50,0,40,0,40,100,0,0,0,0,0,0,0,30,17022,50,17022
98547,"$1 under $25,000",230,140,60,20,100,320,60,0,0,0,0,0,50,100,2813,230,2857
98547,"$25,000 under $50,000",130,70,40,30,60,240,60,0,0,0,0,0,0,70,4706,130,4850
98547,"$50,000 under $75,000",70,30,40,0,40,140,30,0,0,0,0,0,0,40,4273,70,4390
98547,"$75,000 under $100,000",40,30,30,0,30,90,20,0,0,0,0,0,0,20,3614,40,3780
98547,"$100,000 under $200,000",60,0,40,0,40,120,30,0,0,0,0,0,0,30,8851,60,9140
98547,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98548,"$1 under $25,000",350,210,100,40,120,540,100,30,0,30,0,0,30,170,4364,350,4440
98548,"$25,000 under $50,000",260,120,110,40,140,480,110,0,0,0,0,0,40,140,9153,260,9267
98548,"$50,000 under $75,000",150,50,80,0,70,290,60,0,0,0,0,0,0,80,8762,150,8928
98548,"$75,000 under $100,000",100,30,90,0,60,210,40,0,0,0,0,0,0,70,8694,100,8694
98548,"$100,000 under $200,000",110,0,90,0,70,220,0,0,0,0,0,0,0,70,19864,110,19991
98548,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98550,"$1 under $25,000",1890,1220,300,360,570,2940,930,190,140,50,60,30,320,420,23681,1890,23863
98550,"$25,000 under $50,000",1120,500,330,280,430,2290,840,100,60,30,0,0,240,260,40539,1120,40946
98550,"$50,000 under $75,000",610,220,330,60,270,1380,440,0,0,0,0,0,80,220,37617,610,37978
98550,"$75,000 under $100,000",340,50,260,30,170,840,240,0,0,0,0,0,60,120,29159,340,29498
98550,"$100,000 under $200,000",290,40,250,0,150,800,250,0,0,0,0,0,0,110,36807,290,37207
98550,"$200,000 or more",50,0,40,0,40,120,40,0,0,0,0,0,0,20,19027,50,19489
98552,"$1 under $25,000",50,30,0,0,30,90,30,0,0,0,0,0,20,20,605,50,605
98552,"$25,000 under $50,000",40,20,40,0,40,110,40,0,0,0,0,0,0,0,1521,40,1521
98552,"$50,000 under $75,000",30,0,20,0,0,80,30,0,0,0,0,0,0,0,2199,30,2199
98552,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98552,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98552,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98555,"$1 under $25,000",80,50,20,0,40,120,30,0,0,0,0,0,0,50,1047,80,1047
98555,"$25,000 under $50,000",50,30,20,0,50,80,0,0,0,0,0,0,0,30,1764,50,1836
98555,"$50,000 under $75,000",40,20,20,0,0,70,20,0,0,0,0,0,0,30,2233,40,2233
98555,"$75,000 under $100,000",30,0,20,0,20,60,0,0,0,0,0,0,0,20,2735,30,2735
98555,"$100,000 under $200,000",40,0,30,0,30,80,0,0,0,0,0,0,0,30,6512,40,6512
98555,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98557,"$1 under $25,000",450,310,80,60,100,640,160,30,0,30,0,0,70,130,5655,450,5707
98557,"$25,000 under $50,000",350,160,120,60,120,710,240,20,0,20,0,0,60,90,13048,350,13191
98557,"$50,000 under $75,000",270,100,140,40,100,600,190,0,0,0,0,0,30,80,16621,270,16803
98557,"$75,000 under $100,000",170,40,140,0,80,470,160,0,0,0,0,0,30,50,14720,170,14802
98557,"$100,000 under $200,000",160,0,140,0,80,420,120,0,0,0,0,0,0,40,21599,160,21717
98557,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98560,"$1 under $25,000",40,20,0,0,30,70,0,0,0,0,0,0,0,0,506,40,506
98560,"$25,000 under $50,000",50,20,50,0,50,90,50,0,0,0,0,0,0,40,2031,50,2031
98560,"$50,000 under $75,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98560,"$75,000 under $100,000",20,0,0,0,0,50,0,0,0,0,0,0,0,0,2289,20,2289
98560,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98560,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98563,"$1 under $25,000",1010,690,170,140,320,1360,330,50,30,30,0,0,120,310,12052,1010,12279
98563,"$25,000 under $50,000",810,420,260,130,310,1470,400,30,0,30,0,0,130,260,29762,810,30057
98563,"$50,000 under $75,000",620,220,310,90,270,1350,420,0,0,0,0,0,70,210,38203,620,38741
98563,"$75,000 under $100,000",440,60,360,20,200,1110,310,0,0,0,0,0,30,150,38149,440,38579
98563,"$100,000 under $200,000",490,40,450,0,250,1390,460,0,0,0,0,0,20,150,62953,490,63593
98563,"$200,000 or more",70,0,70,0,60,210,70,0,0,0,0,0,0,30,25630,70,26752
98564,"$1 under $25,000",390,210,90,80,180,650,220,0,0,0,0,0,50,120,5048,390,5104
98564,"$25,000 under $50,000",250,90,110,40,120,550,190,0,0,0,0,0,40,80,9292,250,9405
98564,"$50,000 under $75,000",160,50,110,20,90,390,120,0,0,0,0,0,30,60,9985,160,10104
98564,"$75,000 under $100,000",100,40,80,0,50,260,80,0,0,0,0,0,0,40,8767,100,8810
98564,"$100,000 under $200,000",110,0,90,0,70,280,80,0,0,0,0,0,0,50,18678,110,19053
98564,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98568,"$1 under $25,000",390,240,70,80,180,610,170,0,0,0,0,0,90,120,5224,390,5249
98568,"$25,000 under $50,000",290,130,90,80,130,580,200,0,0,0,0,0,60,70,10458,290,10555
98568,"$50,000 under $75,000",200,70,90,40,110,460,170,0,0,0,0,0,40,60,12238,200,12301
98568,"$75,000 under $100,000",110,40,80,0,50,290,100,0,0,0,0,0,30,30,9269,110,9331
98568,"$100,000 under $200,000",90,0,70,0,50,210,50,0,0,0,0,0,0,30,13131,90,13247
98568,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98569,"$1 under $25,000",1100,700,270,130,340,1580,290,130,0,130,0,0,110,490,13848,1100,14058
98569,"$25,000 under $50,000",680,310,290,60,280,1190,220,50,0,50,0,0,60,370,24462,680,24771
98569,"$50,000 under $75,000",360,130,210,30,150,690,110,40,0,40,0,0,40,230,22222,360,22531
98569,"$75,000 under $100,000",260,60,200,0,140,530,70,0,0,0,0,0,0,170,22975,260,23163
98569,"$100,000 under $200,000",290,40,250,0,160,620,100,0,0,0,0,0,0,190,38540,290,39086
98569,"$200,000 or more",40,0,40,0,30,90,0,0,0,0,0,0,0,30,11069,40,11069
98570,"$1 under $25,000",580,340,130,100,230,910,270,30,0,30,0,0,90,160,7290,580,7438
98570,"$25,000 under $50,000",420,150,210,50,190,890,270,0,0,0,0,0,70,140,15105,420,15342
98570,"$50,000 under $75,000",270,80,170,30,130,670,220,0,0,0,0,0,40,90,16927,270,17056
98570,"$75,000 under $100,000",200,40,160,0,100,520,160,0,0,0,0,0,40,70,17372,200,17575
98570,"$100,000 under $200,000",160,0,150,0,100,430,120,0,0,0,0,0,0,50,23445,160,23736
98570,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98572,"$1 under $25,000",130,70,40,40,40,220,60,0,0,0,0,0,0,50,1547,130,1547
98572,"$25,000 under $50,000",90,40,40,0,40,190,60,0,0,0,0,0,50,40,3421,90,3496
98572,"$50,000 under $75,000",70,30,40,0,20,150,40,0,0,0,0,0,0,40,4264,70,4264
98572,"$75,000 under $100,000",40,0,30,0,30,100,30,0,0,0,0,0,0,0,3211,40,3245
98572,"$100,000 under $200,000",30,0,30,0,0,80,30,0,0,0,0,0,0,0,3524,30,3524
98572,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98576,"$1 under $25,000",760,520,110,120,250,1090,300,30,0,30,0,0,100,190,9461,760,9647
98576,"$25,000 under $50,000",560,280,180,100,210,1020,290,0,0,0,0,0,80,150,20979,560,21171
98576,"$50,000 under $75,000",370,120,210,40,170,840,260,0,0,0,0,0,50,110,22977,370,23158
98576,"$75,000 under $100,000",270,60,190,20,110,650,180,0,0,0,0,0,40,80,23314,270,23537
98576,"$100,000 under $200,000",290,30,250,0,160,750,210,0,0,0,0,0,20,80,37207,290,37749
98576,"$200,000 or more",30,0,20,0,0,90,30,0,0,0,0,0,0,0,8856,30,8856
98577,"$1 under $25,000",930,590,170,160,400,1380,410,30,0,30,0,0,130,250,11431,930,11627
98577,"$25,000 under $50,000",610,240,240,130,290,1370,520,0,0,0,0,0,100,170,22387,610,22620
98577,"$50,000 under $75,000",370,120,210,50,220,860,280,0,0,0,0,0,30,130,22141,370,22304
98577,"$75,000 under $100,000",270,40,230,0,170,770,280,0,0,0,0,0,30,90,23179,270,23436
98577,"$100,000 under $200,000",240,0,220,0,150,710,250,0,0,0,0,0,0,80,29616,240,30446
98577,"$200,000 or more",40,0,30,0,30,90,20,0,0,0,0,0,0,20,12296,40,12296
98579,"$1 under $25,000",1850,1220,320,290,700,2650,740,70,0,70,0,0,280,430,23599,1850,23911
98579,"$25,000 under $50,000",1400,660,460,260,570,2800,950,50,0,50,0,0,250,350,51120,1400,51553
98579,"$50,000 under $75,000",970,290,570,90,440,2240,710,0,0,0,0,0,140,280,59699,970,60235
98579,"$75,000 under $100,000",640,80,530,40,270,1670,500,0,0,0,0,0,70,180,55104,640,55536
98579,"$100,000 under $200,000",710,60,640,0,330,1940,600,0,0,0,0,0,30,200,90406,710,91350
98579,"$200,000 or more",60,0,50,0,40,180,70,0,0,0,0,0,0,20,23288,60,23779
98580,"$1 under $25,000",1210,840,190,180,350,1750,510,0,0,0,0,0,220,240,15132,1210,15408
98580,"$25,000 under $50,000",1000,450,350,170,370,2080,740,30,30,0,0,0,220,200,36676,1000,36962
98580,"$50,000 under $75,000",690,180,430,70,290,1690,580,30,30,0,0,0,130,170,42665,690,43057
98580,"$75,000 under $100,000",510,90,400,40,220,1330,410,0,0,0,0,0,70,140,44495,510,44812
98580,"$100,000 under $200,000",660,50,610,0,310,1780,510,0,0,0,0,0,70,160,87646,660,88346
98580,"$200,000 or more",90,0,80,0,50,210,50,0,0,0,0,0,0,30,27727,90,28487
98581,"$1 under $25,000",80,70,30,0,40,120,0,0,0,0,0,0,0,70,1064,80,1064
98581,"$25,000 under $50,000",40,0,30,0,20,80,0,0,0,0,0,0,0,40,1421,40,1421
98581,"$50,000 under $75,000",30,0,20,0,20,60,0,0,0,0,0,0,0,30,3122,30,3122
98581,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98581,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98581,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98582,"$1 under $25,000",110,80,20,20,40,150,30,0,0,0,0,0,0,40,1391,110,1423
98582,"$25,000 under $50,000",80,40,30,0,30,140,40,0,0,0,0,0,40,30,2894,80,2894
98582,"$50,000 under $75,000",60,40,40,0,40,140,40,0,0,0,0,0,0,40,3872,60,3961
98582,"$75,000 under $100,000",30,0,20,0,20,80,20,0,0,0,0,0,0,0,2828,30,2828
98582,"$100,000 under $200,000",50,0,40,0,30,120,30,0,0,0,0,0,0,20,7562,50,7562
98582,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98584,"$1 under $25,000",5370,3460,930,920,2100,8410,2630,260,40,230,0,0,730,1390,68438,5370,69320
98584,"$25,000 under $50,000",3890,1870,1230,730,1760,7770,2680,130,30,100,0,0,530,1090,139900,3890,141046
98584,"$50,000 under $75,000",2350,720,1370,220,1150,5340,1630,70,20,50,0,0,230,890,144345,2350,145687
98584,"$75,000 under $100,000",1490,250,1170,60,790,3630,970,30,0,30,0,0,110,620,129011,1490,130261
98584,"$100,000 under $200,000",1530,140,1360,30,860,3840,950,0,0,0,0,0,60,640,198667,1530,200967
98584,"$200,000 or more",210,20,180,0,160,470,80,0,0,0,0,0,0,130,69339,210,70744
98585,"$1 under $25,000",100,60,0,0,50,140,40,0,0,0,0,0,0,30,1183,100,1222
98585,"$25,000 under $50,000",80,40,50,40,30,160,50,0,0,0,0,0,40,30,2876,80,2876
98585,"$50,000 under $75,000",50,20,40,0,30,120,30,0,0,0,0,0,0,30,3042,50,3089
98585,"$75,000 under $100,000",40,0,30,0,40,90,30,0,0,0,0,0,0,30,3358,40,3358
98585,"$100,000 under $200,000",40,0,30,0,0,80,0,0,0,0,0,0,0,20,5597,40,5597
98585,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98586,"$1 under $25,000",340,210,60,70,150,550,180,0,0,0,0,0,40,100,4258,340,4318
98586,"$25,000 under $50,000",260,110,90,60,150,600,250,0,0,0,0,0,30,90,9278,260,9389
98586,"$50,000 under $75,000",130,50,70,30,80,340,130,0,0,0,0,0,40,60,7837,130,7964
98586,"$75,000 under $100,000",50,0,50,0,40,150,50,0,0,0,0,0,0,0,4502,50,4502
98586,"$100,000 under $200,000",100,0,90,0,70,240,60,0,0,0,0,0,0,50,19453,100,19775
98586,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98588,"$1 under $25,000",230,150,50,20,60,330,60,20,0,20,0,0,30,70,2980,230,3032
98588,"$25,000 under $50,000",160,80,60,30,50,290,70,0,0,0,0,0,20,60,5845,160,5917
98588,"$50,000 under $75,000",110,40,60,0,50,240,60,0,0,0,0,0,30,50,6686,110,6686
98588,"$75,000 under $100,000",80,20,60,0,40,180,40,0,0,0,0,0,0,40,6963,80,7154
98588,"$100,000 under $200,000",90,0,90,0,50,210,30,0,0,0,0,0,0,40,13463,90,13463
98588,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98589,"$1 under $25,000",1040,720,150,150,300,1430,380,30,0,30,0,0,140,240,12857,1040,13101
98589,"$25,000 under $50,000",830,420,270,130,300,1550,450,20,0,20,0,0,130,220,30426,830,30683
98589,"$50,000 under $75,000",580,200,310,50,200,1220,340,0,0,0,0,0,70,180,35863,580,36269
98589,"$75,000 under $100,000",420,70,320,40,170,1040,300,0,0,0,0,0,50,120,36054,420,36405
98589,"$100,000 under $200,000",510,40,460,0,250,1380,400,0,0,0,0,0,30,180,66605,510,67438
98589,"$200,000 or more",50,0,40,0,30,120,30,0,0,0,0,0,0,0,13604,50,13604
98590,"$1 under $25,000",60,50,0,0,30,80,0,0,0,0,0,0,0,20,842,60,877
98590,"$25,000 under $50,000",50,40,40,0,30,100,50,0,0,0,0,0,0,20,1904,50,1904
98590,"$50,000 under $75,000",20,0,0,0,30,50,30,0,0,0,0,0,0,30,1365,20,1365
98590,"$75,000 under $100,000",30,0,20,0,0,70,0,0,0,0,0,0,0,0,3967,30,3967
98590,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98590,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98591,"$1 under $25,000",570,340,120,100,250,870,250,0,0,0,0,0,80,170,6831,570,6940
98591,"$25,000 under $50,000",410,170,160,80,190,860,290,0,0,0,0,0,60,120,15095,410,15326
98591,"$50,000 under $75,000",280,90,160,30,150,660,210,0,0,0,0,0,40,90,17379,280,17707
98591,"$75,000 under $100,000",180,20,150,0,110,470,140,0,0,0,0,0,30,70,15688,180,15814
98591,"$100,000 under $200,000",220,20,200,0,130,570,170,0,0,0,0,0,0,100,27746,220,28269
98591,"$200,000 or more",30,0,20,0,20,60,0,0,0,0,0,0,0,0,9682,30,9682
98592,"$1 under $25,000",270,190,50,30,110,370,70,20,0,20,0,0,50,120,3459,270,3504
98592,"$25,000 under $50,000",190,100,70,30,80,300,40,0,0,0,0,0,0,100,7030,190,7177
98592,"$50,000 under $75,000",180,60,100,0,100,350,70,0,0,0,0,0,20,100,11068,180,11209
98592,"$75,000 under $100,000",130,30,90,0,60,270,50,0,0,0,0,0,0,60,10787,130,10870
98592,"$100,000 under $200,000",160,20,140,0,90,350,60,0,0,0,0,0,0,100,21801,160,22067
98592,"$200,000 or more",50,0,40,0,40,100,0,0,0,0,0,0,0,30,14765,50,14765
98593,"$1 under $25,000",180,100,40,30,80,290,80,0,0,0,0,0,30,60,2142,180,2173
98593,"$25,000 under $50,000",110,50,40,30,50,240,90,0,0,0,0,0,30,30,3807,110,3807
98593,"$50,000 under $75,000",70,30,40,0,40,140,40,0,0,0,0,0,0,20,4285,70,4359
98593,"$75,000 under $100,000",60,0,40,0,40,140,60,0,0,0,0,0,0,30,4938,60,4938
98593,"$100,000 under $200,000",30,0,20,0,0,60,0,0,0,0,0,0,0,0,3188,30,3188
98593,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98595,"$1 under $25,000",560,350,100,100,230,870,260,0,0,0,0,0,100,150,6838,560,6970
98595,"$25,000 under $50,000",340,160,120,50,170,710,250,0,0,0,0,0,40,110,12192,340,12477
98595,"$50,000 under $75,000",150,40,90,20,90,360,120,0,0,0,0,0,20,60,9310,150,9542
98595,"$75,000 under $100,000",90,40,60,0,60,190,40,0,0,0,0,0,0,50,7558,90,7750
98595,"$100,000 under $200,000",120,0,100,0,80,290,70,0,0,0,0,0,0,60,20643,120,21248
98595,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98596,"$1 under $25,000",900,520,200,170,370,1420,430,30,0,30,0,0,130,250,11575,900,11671
98596,"$25,000 under $50,000",670,280,260,120,320,1430,500,0,0,0,0,0,110,200,24825,670,25074
98596,"$50,000 under $75,000",440,120,270,60,220,1040,330,0,0,0,0,0,50,140,26778,440,26994
98596,"$75,000 under $100,000",270,30,230,0,150,710,210,0,0,0,0,0,50,110,23169,270,23355
98596,"$100,000 under $200,000",240,30,200,0,130,660,220,0,0,0,0,0,0,90,29934,240,30372
98596,"$200,000 or more",40,0,40,0,30,100,20,0,0,0,0,0,0,0,13970,40,13970
98597,"$1 under $25,000",3380,2280,510,530,1030,4910,1460,110,30,80,0,30,520,700,42817,3380,43520
98597,"$25,000 under $50,000",2840,1160,1120,500,1040,6410,2480,110,50,50,0,30,580,520,103053,2840,104189
98597,"$50,000 under $75,000",1800,460,1110,200,730,4600,1700,40,40,0,0,0,360,370,109940,1800,110930
98597,"$75,000 under $100,000",1080,140,870,80,420,3090,1140,30,30,0,0,0,150,230,93466,1080,94147
98597,"$100,000 under $200,000",1090,110,960,40,520,3070,1020,0,0,0,0,0,110,220,140985,1090,142114
98597,"$200,000 or more",110,0,90,0,80,310,100,0,0,0,0,0,0,40,49933,110,50608
98601,"$1 under $25,000",410,280,80,50,140,560,140,0,0,0,0,0,50,100,4924,410,5004
98601,"$25,000 under $50,000",250,130,90,30,110,500,160,0,0,0,0,0,50,80,9284,250,9397
98601,"$50,000 under $75,000",240,70,160,20,130,640,230,0,0,0,0,0,30,70,15257,240,15398
98601,"$75,000 under $100,000",170,40,140,0,100,540,230,0,0,0,0,0,20,40,14467,170,14674
98601,"$100,000 under $200,000",230,0,210,0,130,650,220,0,0,0,0,0,0,80,29359,230,30126
98601,"$200,000 or more",30,0,30,0,30,140,80,0,0,0,0,0,0,0,11991,30,11991
98603,"$1 under $25,000",90,60,0,30,40,140,40,0,0,0,0,0,0,30,1229,90,1229
98603,"$25,000 under $50,000",80,30,50,0,30,140,30,0,0,0,0,0,40,20,2899,80,2941
98603,"$50,000 under $75,000",70,40,40,0,30,180,70,0,0,0,0,0,0,40,4526,70,4526
98603,"$75,000 under $100,000",50,0,40,0,30,120,30,0,0,0,0,0,0,0,4269,50,4329
98603,"$100,000 under $200,000",60,0,50,0,40,150,40,0,0,0,0,0,0,20,9791,60,9791
98603,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98604,"$1 under $25,000",4610,3450,660,450,1600,5580,1380,110,0,110,0,0,480,870,56673,4610,57652
98604,"$25,000 under $50,000",3330,1640,1130,510,1440,6730,2300,60,0,60,0,0,480,750,122208,3330,123865
98604,"$50,000 under $75,000",2650,760,1650,200,1290,6880,2590,40,0,40,0,0,290,680,164737,2650,166759
98604,"$75,000 under $100,000",1960,260,1600,90,980,5830,2280,0,0,0,0,0,170,500,170503,1960,172433
98604,"$100,000 under $200,000",2710,190,2470,70,1450,8260,3080,0,0,0,0,0,130,710,362350,2710,366608
98604,"$200,000 or more",650,40,600,0,480,1960,710,0,0,0,0,0,0,230,258636,650,265580
98605,"$1 under $25,000",250,160,40,60,90,400,140,0,0,0,0,0,40,50,3352,250,3405
98605,"$25,000 under $50,000",210,90,70,60,90,480,210,0,0,0,0,0,40,30,7580,210,7682
98605,"$50,000 under $75,000",110,30,70,0,50,270,90,0,0,0,0,0,0,40,6475,110,6529
98605,"$75,000 under $100,000",60,30,50,0,30,150,40,0,0,0,0,0,0,0,5124,60,5205
98605,"$100,000 under $200,000",70,0,50,0,30,160,50,0,0,0,0,0,0,20,10576,70,10735
98605,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98606,"$1 under $25,000",1300,1020,170,90,430,1420,290,30,0,30,0,0,110,290,15209,1300,15535
98606,"$25,000 under $50,000",740,380,270,90,340,1420,410,30,0,30,0,0,80,220,27113,740,27651
98606,"$50,000 under $75,000",560,180,330,40,300,1330,430,0,0,0,0,0,30,220,35154,560,35781
98606,"$75,000 under $100,000",520,80,410,20,270,1430,510,0,0,0,0,0,30,190,44952,520,45527
98606,"$100,000 under $200,000",980,70,880,30,540,3020,1150,0,0,0,0,0,40,310,135275,980,137531
